date,year,month,day,region,country,category,medicine,age_group,units_sold,unit_price,stock_level,expiry_days_remaining,covid_flag
2023-04-20,2023,4,20,Middle East,Saudi Arabia,Vitamin,Vitamin C,46-65,90,10.26,707,746,0
2022-01-28,2022,1,28,South Asia,India,Diabetes,Metformin,65+,204,14.77,223,60,1
2021-10-23,2021,10,23,North America,USA,Respiratory,Salbutamol,26-45,158,18.63,428,138,1
2022-06-10,2022,6,10,Africa,South Africa,Cardiovascular,Amlodipine,65+,253,25.11,1774,450,1
2022-11-26,2022,11,26,South America,Argentina,Cardiovascular,Amlodipine,13-25,345,26.93,1467,435,1
2023-12-27,2023,12,27,South America,Argentina,Chronic,Omeprazole,46-65,75,34.16,287,123,0
2024-06-14,2024,6,14,South America,Colombia,Vitamin,Vitamin C,26-45,454,11.94,1163,223,0
2024-08-27,2024,8,27,Europe,Italy,Antibiotic,Azithromycin,46-65,287,31.05,944,221,0
2025-04-12,2025,4,12,Middle East,UAE,Chronic,Omeprazole,65+,42,32.48,955,138,0
2021-09-21,2021,9,21,South Asia,India,Pain_Relief,Paracetamol,26-45,67,8.16,763,926,1
2025-09-25,2025,9,25,East Asia,South Korea,Pain_Relief,Ibuprofen,26-45,457,6.74,1516,470,0
2024-11-18,2024,11,18,Oceania,New Zealand,Chronic,Omeprazole,46-65,178,32.97,1353,323,0
2024-01-28,2024,1,28,Middle East,UAE,Antibiotic,Amoxicillin,65+,336,26.37,988,482,0
2024-04-04,2024,4,4,Europe,France,Antibiotic,Azithromycin,13-25,43,27.37,527,148,0
2025-01-15,2025,1,15,South Asia,India,Chronic,Omeprazole,26-45,79,38.54,84,874,0
2021-02-06,2021,2,6,Middle East,UAE,Respiratory,Salbutamol,26-45,36,17.12,1146,766,1
2022-02-10,2022,2,10,North America,Canada,Diabetes,Metformin,46-65,23,17.33,813,282,1
2022-09-26,2022,9,26,South Asia,India,Chronic,Omeprazole,65+,373,36.64,296,769,1
2024-05-23,2024,5,23,South America,Argentina,Pain_Relief,Ibuprofen,13-25,422,6.7,998,484,0
2024-05-25,2024,5,25,East Asia,China,Cough_Cold,Cough Syrup,0-12,191,12.61,734,255,0
2025-04-26,2025,4,26,Oceania,New Zealand,Chronic,Omeprazole,26-45,99,46.94,994,235,0
2022-12-11,2022,12,11,South Asia,Bangladesh,Cardiovascular,Atorvastatin,26-45,283,23.94,1653,554,1
2023-01-16,2023,1,16,Oceania,Australia,Antibiotic,Azithromycin,13-25,91,30.23,1274,835,0
2021-03-13,2021,3,13,East Asia,China,Vitamin,Vitamin C,26-45,96,8.33,369,612,1
2021-09-19,2021,9,19,Middle East,Saudi Arabia,Antibiotic,Amoxicillin,0-12,298,28.05,33,155,1
2020-02-28,2020,2,28,Oceania,Australia,Respiratory,Salbutamol,26-45,160,23.92,528,860,1
2024-07-16,2024,7,16,East Asia,China,Cardiovascular,Amlodipine,65+,293,24.66,1462,465,0
2020-01-28,2020,1,28,South Asia,Bangladesh,Diabetes,Metformin,0-12,233,17.23,3,357,1
2023-12-26,2023,12,26,Middle East,Saudi Arabia,Cardiovascular,Amlodipine,26-45,488,28.9,37,602,0
2021-01-03,2021,1,3,Africa,South Africa,Chronic,Omeprazole,65+,47,42.85,858,147,1
2021-03-24,2021,3,24,Europe,Germany,Antibiotic,Amoxicillin,26-45,145,34.91,1254,832,1
2024-12-04,2024,12,4,Europe,France,Cough_Cold,Cough Syrup,26-45,49,11.49,878,46,0
2021-11-23,2021,11,23,South America,Argentina,Diabetes,Metformin,46-65,443,14.85,28,238,1
2025-04-01,2025,4,1,Oceania,Australia,Pain_Relief,Ibuprofen,65+,154,6.88,1030,567,0
2023-10-12,2023,10,12,Middle East,UAE,Vitamin,Vitamin C,13-25,233,11.01,1332,616,0
2024-03-28,2024,3,28,Middle East,Saudi Arabia,Respiratory,Salbutamol,46-65,284,21.97,1088,281,0
2024-06-09,2024,6,9,Middle East,Saudi Arabia,Vitamin,Vitamin C,13-25,402,8.82,1719,357,0
2025-07-29,2025,7,29,South America,Argentina,Pain_Relief,Ibuprofen,65+,235,7.01,753,344,0
2020-02-29,2020,2,29,East Asia,Japan,Vitamin,Vitamin C,26-45,197,11.85,27,443,1
2020-10-27,2020,10,27,South Asia,India,Antibiotic,Amoxicillin,46-65,300,29.55,1139,67,1
2020-01-15,2020,1,15,Middle East,UAE,Cough_Cold,Cough Syrup,13-25,430,10.69,1268,811,1
2021-02-19,2021,2,19,South Asia,India,Cardiovascular,Atorvastatin,65+,481,20.62,27,112,1
2025-01-21,2025,1,21,North America,Canada,Antibiotic,Azithromycin,65+,297,33.78,793,448,0
2021-03-18,2021,3,18,South America,Brazil,Respiratory,Salbutamol,65+,105,22.63,1758,783,1
2021-02-10,2021,2,10,East Asia,China,Vitamin,Vitamin C,46-65,319,9.88,52,343,1
2020-06-18,2020,6,18,Europe,Italy,Diabetes,Metformin,26-45,144,14.81,1167,577,1
2024-05-27,2024,5,27,Oceania,New Zealand,Pain_Relief,Paracetamol,26-45,50,8.85,1459,391,0
2020-08-22,2020,8,22,South America,Colombia,Vitamin,Vitamin C,0-12,178,10.55,50,54,1
2021-03-27,2021,3,27,South America,Brazil,Cough_Cold,Cough Syrup,0-12,292,12.47,643,636,1
2024-11-04,2024,11,4,South Asia,Bangladesh,Cough_Cold,Cough Syrup,65+,372,14.3,740,708,0
2022-05-23,2022,5,23,Middle East,UAE,Cardiovascular,Atorvastatin,26-45,47,22.36,376,819,1
2021-12-25,2021,12,25,East Asia,South Korea,Vitamin,Vitamin C,13-25,259,10.86,1507,721,1
2021-07-20,2021,7,20,Oceania,New Zealand,Respiratory,Salbutamol,26-45,64,17.13,1871,507,1
2023-08-21,2023,8,21,Africa,South Africa,Respiratory,Salbutamol,46-65,180,17.15,896,529,0
2024-08-12,2024,8,12,Europe,Germany,Pain_Relief,Paracetamol,26-45,286,8.22,1653,692,0
2022-11-04,2022,11,4,Africa,Nigeria,Chronic,Omeprazole,65+,419,39.91,1151,610,1
2020-12-01,2020,12,1,Europe,Germany,Diabetes,Metformin,65+,108,15.93,1041,711,1
2024-03-04,2024,3,4,South America,Colombia,Diabetes,Metformin,0-12,165,15.0,56,54,0
2021-05-08,2021,5,8,Oceania,New Zealand,Chronic,Omeprazole,13-25,31,36.65,109,952,1
2023-11-22,2023,11,22,Middle East,Saudi Arabia,Antibiotic,Azithromycin,65+,326,26.19,30,856,0
2020-09-01,2020,9,1,Africa,South Africa,Respiratory,Salbutamol,65+,381,17.54,526,650,1
2022-10-23,2022,10,23,South America,Brazil,Diabetes,Metformin,46-65,435,14.17,1162,519,1
2020-08-12,2020,8,12,Middle East,Saudi Arabia,Vitamin,Vitamin C,26-45,245,10.38,1755,224,1
2020-03-02,2020,3,2,South America,Brazil,Pain_Relief,Ibuprofen,0-12,208,9.42,683,418,1
2020-07-20,2020,7,20,Oceania,New Zealand,Diabetes,Metformin,65+,441,13.87,508,731,1
2020-08-10,2020,8,10,South Asia,Bangladesh,Antibiotic,Amoxicillin,26-45,189,29.46,1268,641,1
2021-07-18,2021,7,18,Africa,Nigeria,Respiratory,Salbutamol,13-25,260,20.44,525,352,1
2025-08-12,2025,8,12,South America,Brazil,Vitamin,Vitamin C,0-12,107,9.66,295,857,0
2020-04-07,2020,4,7,North America,USA,Cardiovascular,Atorvastatin,46-65,101,23.6,485,532,1
2024-10-20,2024,10,20,South Asia,India,Diabetes,Metformin,13-25,321,14.64,1464,394,0
2021-11-14,2021,11,14,North America,Mexico,Pain_Relief,Ibuprofen,26-45,402,7.63,43,61,1
2020-07-08,2020,7,8,Oceania,Australia,Respiratory,Salbutamol,26-45,163,18.56,1719,62,1
2020-08-28,2020,8,28,Oceania,Australia,Cardiovascular,Amlodipine,46-65,303,23.97,707,778,1
2020-11-21,2020,11,21,Africa,Nigeria,Chronic,Omeprazole,13-25,25,44.94,1788,372,1
2022-12-08,2022,12,8,Oceania,Australia,Antibiotic,Amoxicillin,0-12,332,24.25,204,280,1
2022-07-27,2022,7,27,Europe,Germany,Antibiotic,Amoxicillin,13-25,422,34.67,706,805,1
2021-06-16,2021,6,16,Europe,Italy,Cardiovascular,Atorvastatin,26-45,241,28.17,522,372,1
2020-07-11,2020,7,11,East Asia,China,Cardiovascular,Atorvastatin,26-45,101,29.64,593,651,1
2025-02-28,2025,2,28,South America,Colombia,Diabetes,Metformin,46-65,116,17.51,1768,420,0
2023-11-07,2023,11,7,Africa,South Africa,Cough_Cold,Cough Syrup,13-25,230,13.18,836,242,0
2022-11-26,2022,11,26,South America,Argentina,Pain_Relief,Ibuprofen,65+,457,7.7,30,939,1
2022-06-04,2022,6,4,Africa,Nigeria,Diabetes,Metformin,26-45,120,16.48,523,318,1
2021-10-18,2021,10,18,North America,Mexico,Respiratory,Salbutamol,65+,119,22.08,803,41,1
2023-09-26,2023,9,26,Oceania,New Zealand,Cough_Cold,Cough Syrup,13-25,168,9.69,1576,820,0
2023-12-06,2023,12,6,South Asia,Bangladesh,Chronic,Omeprazole,46-65,476,36.55,1437,776,0
2020-05-27,2020,5,27,Middle East,UAE,Cardiovascular,Amlodipine,0-12,95,28.4,1662,598,1
2021-07-08,2021,7,8,Africa,Nigeria,Antibiotic,Amoxicillin,13-25,300,33.96,11,989,1
2024-08-30,2024,8,30,Africa,South Africa,Cardiovascular,Atorvastatin,65+,299,29.8,315,794,0
2020-01-12,2020,1,12,Europe,Germany,Vitamin,Vitamin C,13-25,117,8.12,509,921,1
2022-01-24,2022,1,24,Middle East,Saudi Arabia,Antibiotic,Amoxicillin,0-12,324,29.63,1220,387,1
2023-07-29,2023,7,29,North America,Mexico,Vitamin,Vitamin C,13-25,180,11.49,1059,699,0
2020-06-27,2020,6,27,South America,Brazil,Cardiovascular,Atorvastatin,65+,102,28.8,218,308,1
2025-10-26,2025,10,26,South America,Argentina,Chronic,Omeprazole,26-45,115,35.44,1780,255,0
2023-10-22,2023,10,22,South Asia,India,Pain_Relief,Paracetamol,65+,419,8.12,664,584,0
2024-04-03,2024,4,3,Europe,Italy,Cough_Cold,Cough Syrup,0-12,61,10.28,779,437,0
2023-05-22,2023,5,22,South Asia,Bangladesh,Respiratory,Salbutamol,0-12,107,21.62,150,274,0
2023-10-27,2023,10,27,Middle East,UAE,Cough_Cold,Cough Syrup,65+,322,13.0,163,285,0
2022-10-05,2022,10,5,South America,Colombia,Respiratory,Salbutamol,0-12,451,20.74,137,865,1
2022-03-05,2022,3,5,East Asia,Japan,Antibiotic,Amoxicillin,26-45,238,27.02,1441,424,1
2023-05-26,2023,5,26,East Asia,China,Diabetes,Metformin,65+,77,14.52,1382,959,0
2021-10-13,2021,10,13,Oceania,Australia,Respiratory,Salbutamol,65+,209,17.13,1719,219,1
2025-11-14,2025,11,14,South Asia,Bangladesh,Antibiotic,Amoxicillin,0-12,361,30.89,540,838,0
2022-05-30,2022,5,30,South Asia,Bangladesh,Vitamin,Vitamin C,65+,183,8.21,555,142,1
2020-04-25,2020,4,25,Europe,Italy,Respiratory,Salbutamol,13-25,443,16.67,26,591,1
2023-12-23,2023,12,23,Africa,South Africa,Cough_Cold,Cough Syrup,26-45,34,12.86,1162,951,0
2022-04-28,2022,4,28,Middle East,UAE,Diabetes,Metformin,65+,28,14.29,1175,803,1
2021-04-12,2021,4,12,East Asia,Japan,Cardiovascular,Atorvastatin,26-45,242,22.53,161,918,1
2025-02-25,2025,2,25,Europe,Italy,Respiratory,Salbutamol,46-65,383,21.27,43,578,0
2020-06-04,2020,6,4,North America,USA,Vitamin,Vitamin C,46-65,277,11.7,1078,515,1
2022-01-14,2022,1,14,East Asia,South Korea,Cardiovascular,Atorvastatin,46-65,41,28.16,81,243,1
2022-10-09,2022,10,9,South Asia,Bangladesh,Cardiovascular,Amlodipine,0-12,358,28.41,355,976,1
2022-01-07,2022,1,7,Africa,Nigeria,Cardiovascular,Atorvastatin,65+,500,27.18,1058,693,1
2022-03-04,2022,3,4,Europe,Italy,Pain_Relief,Ibuprofen,46-65,73,8.43,1670,300,1
2020-10-26,2020,10,26,North America,Mexico,Chronic,Omeprazole,46-65,84,47.46,571,853,1
2023-07-11,2023,7,11,East Asia,Japan,Vitamin,Vitamin C,13-25,382,8.62,1419,202,0
2023-03-22,2023,3,22,North America,Mexico,Diabetes,Metformin,65+,310,13.84,1197,585,0
2021-12-09,2021,12,9,Africa,Nigeria,Vitamin,Vitamin C,46-65,338,11.28,1588,528,1
2022-01-19,2022,1,19,Europe,Germany,Vitamin,Vitamin C,13-25,348,8.18,261,319,1
2020-05-08,2020,5,8,Africa,Nigeria,Vitamin,Vitamin C,26-45,203,8.7,48,899,1
2024-01-31,2024,1,31,East Asia,Japan,Vitamin,Vitamin C,46-65,82,9.97,31,88,0
2025-11-24,2025,11,24,South Asia,India,Respiratory,Salbutamol,0-12,375,17.11,55,279,0
2022-06-01,2022,6,1,Middle East,UAE,Antibiotic,Azithromycin,13-25,455,31.07,418,55,1
2024-11-12,2024,11,12,Africa,South Africa,Pain_Relief,Paracetamol,26-45,432,9.47,1339,310,0
2022-07-18,2022,7,18,Africa,South Africa,Vitamin,Vitamin C,65+,384,8.5,44,977,1
2024-04-09,2024,4,9,Oceania,Australia,Vitamin,Vitamin C,0-12,442,10.68,1357,669,0
2020-07-13,2020,7,13,South Asia,India,Vitamin,Vitamin C,0-12,423,8.93,83,61,1
2024-10-01,2024,10,1,Oceania,New Zealand,Antibiotic,Azithromycin,65+,90,29.08,524,564,0
2020-03-23,2020,3,23,Africa,South Africa,Respiratory,Salbutamol,65+,159,19.11,1608,119,1
2022-04-07,2022,4,7,East Asia,Japan,Respiratory,Salbutamol,26-45,413,21.53,1575,472,1
2023-12-06,2023,12,6,Oceania,New Zealand,Cough_Cold,Cough Syrup,0-12,212,11.06,567,673,0
2023-08-29,2023,8,29,North America,USA,Antibiotic,Azithromycin,13-25,398,32.4,979,985,0
2022-12-27,2022,12,27,Africa,Nigeria,Vitamin,Vitamin C,0-12,69,8.87,1294,31,1
2023-02-05,2023,2,5,North America,Canada,Cough_Cold,Cough Syrup,26-45,461,13.97,1254,831,0
2024-07-09,2024,7,9,Middle East,UAE,Pain_Relief,Paracetamol,26-45,157,7.56,111,491,0
2025-10-16,2025,10,16,North America,Mexico,Cardiovascular,Amlodipine,65+,393,23.99,1451,597,0
2023-04-07,2023,4,7,East Asia,China,Cough_Cold,Cough Syrup,13-25,376,10.83,791,788,0
2020-08-01,2020,8,1,South America,Colombia,Respiratory,Salbutamol,13-25,171,18.84,863,675,1
2024-03-10,2024,3,10,Africa,South Africa,Vitamin,Vitamin C,13-25,233,10.93,1456,528,0
2025-11-25,2025,11,25,Oceania,Australia,Pain_Relief,Paracetamol,26-45,56,7.17,1326,534,0
2022-04-28,2022,4,28,Europe,UK,Respiratory,Salbutamol,26-45,177,23.71,529,333,1
2024-04-26,2024,4,26,Europe,Italy,Vitamin,Vitamin C,0-12,136,11.67,99,856,0
2021-01-05,2021,1,5,Europe,Germany,Antibiotic,Amoxicillin,26-45,457,27.76,849,167,1
2023-01-20,2023,1,20,South Asia,Bangladesh,Vitamin,Vitamin C,13-25,262,8.09,28,909,0
2025-08-06,2025,8,6,East Asia,South Korea,Cough_Cold,Cough Syrup,13-25,325,10.09,1196,397,0
2023-01-10,2023,1,10,South Asia,India,Cardiovascular,Atorvastatin,46-65,213,24.92,1324,68,0
2024-09-28,2024,9,28,Africa,Nigeria,Cardiovascular,Amlodipine,46-65,13,24.14,1976,378,0
2020-05-05,2020,5,5,Africa,Nigeria,Chronic,Omeprazole,46-65,269,47.05,1414,956,1
2025-10-08,2025,10,8,East Asia,South Korea,Cardiovascular,Amlodipine,0-12,141,27.48,132,141,0
2022-01-03,2022,1,3,Middle East,Saudi Arabia,Vitamin,Vitamin C,13-25,60,8.13,1384,782,1
2022-08-21,2022,8,21,Oceania,New Zealand,Respiratory,Salbutamol,26-45,66,17.84,719,272,1
2021-03-10,2021,3,10,North America,USA,Respiratory,Salbutamol,26-45,379,22.32,587,55,1
2025-04-21,2025,4,21,East Asia,South Korea,Cough_Cold,Cough Syrup,0-12,341,9.69,1560,830,0
2025-02-09,2025,2,9,North America,USA,Antibiotic,Azithromycin,46-65,389,26.39,385,239,0
2025-12-10,2025,12,10,Oceania,Australia,Respiratory,Salbutamol,13-25,425,20.54,39,254,0
2023-04-20,2023,4,20,Africa,South Africa,Chronic,Omeprazole,0-12,103,47.81,1399,943,0
2024-05-30,2024,5,30,Africa,South Africa,Diabetes,Metformin,65+,305,12.01,1468,797,0
2025-09-22,2025,9,22,East Asia,Japan,Diabetes,Metformin,46-65,425,13.44,172,214,0
2021-11-24,2021,11,24,North America,Mexico,Cardiovascular,Atorvastatin,26-45,214,29.65,742,478,1
2021-09-19,2021,9,19,Middle East,Saudi Arabia,Antibiotic,Azithromycin,26-45,436,26.38,365,709,1
2020-05-03,2020,5,3,Europe,France,Vitamin,Vitamin C,13-25,168,11.54,1449,792,1
2023-01-30,2023,1,30,East Asia,South Korea,Pain_Relief,Ibuprofen,46-65,232,8.05,760,581,0
2021-08-08,2021,8,8,Europe,Italy,Cardiovascular,Atorvastatin,46-65,58,28.07,1555,777,1
2023-04-16,2023,4,16,Europe,Germany,Respiratory,Salbutamol,13-25,222,21.7,569,301,0
2022-06-19,2022,6,19,North America,Canada,Cardiovascular,Atorvastatin,65+,104,20.99,1408,615,1
2023-08-12,2023,8,12,North America,USA,Respiratory,Salbutamol,46-65,497,22.98,32,917,0
2024-04-05,2024,4,5,South America,Colombia,Antibiotic,Azithromycin,13-25,88,24.98,772,679,0
2025-10-12,2025,10,12,Europe,France,Cardiovascular,Atorvastatin,65+,388,29.91,1515,374,0
2024-11-21,2024,11,21,South America,Colombia,Cardiovascular,Atorvastatin,46-65,109,24.16,606,564,0
2021-07-27,2021,7,27,Africa,South Africa,Vitamin,Vitamin C,0-12,194,11.29,914,758,1
2021-05-01,2021,5,1,East Asia,China,Antibiotic,Amoxicillin,26-45,262,30.99,663,396,1
2025-09-05,2025,9,5,Africa,South Africa,Respiratory,Salbutamol,0-12,433,17.52,163,192,0
2025-02-05,2025,2,5,South America,Colombia,Vitamin,Vitamin C,46-65,115,9.88,1555,892,0
2024-06-01,2024,6,1,South Asia,Bangladesh,Cough_Cold,Cough Syrup,0-12,49,11.32,859,486,0
2023-08-28,2023,8,28,East Asia,South Korea,Respiratory,Salbutamol,13-25,356,16.12,264,744,0
2025-04-20,2025,4,20,North America,USA,Chronic,Omeprazole,13-25,311,37.35,1199,340,0
2020-12-20,2020,12,20,South Asia,India,Diabetes,Metformin,13-25,271,13.13,88,314,1
2021-05-30,2021,5,30,Oceania,Australia,Vitamin,Vitamin C,46-65,143,8.5,803,819,1
2021-09-13,2021,9,13,North America,Mexico,Diabetes,Metformin,46-65,96,14.58,1363,452,1
2025-01-25,2025,1,25,South Asia,India,Chronic,Omeprazole,46-65,25,39.33,187,897,0
2023-03-28,2023,3,28,Europe,Italy,Cardiovascular,Atorvastatin,0-12,161,23.1,739,201,0
2020-05-24,2020,5,24,North America,Canada,Cardiovascular,Atorvastatin,13-25,13,26.91,644,909,1
2021-09-19,2021,9,19,Oceania,New Zealand,Vitamin,Vitamin C,13-25,208,11.85,339,406,1
2024-04-09,2024,4,9,South Asia,Bangladesh,Cardiovascular,Atorvastatin,26-45,46,25.3,1488,36,0
2021-04-12,2021,4,12,South America,Colombia,Cough_Cold,Cough Syrup,13-25,50,13.6,591,374,1
2024-11-23,2024,11,23,Africa,South Africa,Pain_Relief,Paracetamol,13-25,269,9.05,43,236,0
2021-05-29,2021,5,29,East Asia,South Korea,Cardiovascular,Amlodipine,26-45,82,27.83,779,202,1
2024-03-19,2024,3,19,South Asia,Bangladesh,Chronic,Omeprazole,13-25,115,41.93,131,594,0
2021-05-04,2021,5,4,East Asia,Japan,Antibiotic,Azithromycin,26-45,367,35.66,7,447,1
2024-03-26,2024,3,26,South Asia,India,Cardiovascular,Amlodipine,65+,264,22.07,203,657,0
2025-12-31,2025,12,31,Africa,South Africa,Diabetes,Metformin,0-12,474,14.61,343,568,0
2023-12-23,2023,12,23,Middle East,UAE,Respiratory,Salbutamol,26-45,363,22.1,911,631,0
2025-03-23,2025,3,23,Middle East,UAE,Cough_Cold,Cough Syrup,0-12,262,10.61,1366,831,0
2020-04-22,2020,4,22,South America,Colombia,Respiratory,Salbutamol,26-45,356,23.15,830,632,1
2020-01-30,2020,1,30,Oceania,New Zealand,Respiratory,Salbutamol,13-25,219,20.64,290,879,1
2025-05-13,2025,5,13,South Asia,India,Chronic,Omeprazole,65+,470,38.11,1107,833,0
2024-01-19,2024,1,19,Oceania,New Zealand,Pain_Relief,Ibuprofen,46-65,170,7.78,1856,276,0
2024-10-22,2024,10,22,East Asia,South Korea,Pain_Relief,Paracetamol,46-65,116,9.43,1299,706,0
2023-04-29,2023,4,29,Africa,Nigeria,Cardiovascular,Atorvastatin,65+,475,26.0,580,523,0
2021-01-26,2021,1,26,South Asia,India,Vitamin,Vitamin C,65+,107,11.09,791,610,1
2024-11-15,2024,11,15,Africa,South Africa,Antibiotic,Amoxicillin,0-12,383,33.41,1099,677,0
2021-05-07,2021,5,7,South Asia,India,Cardiovascular,Atorvastatin,0-12,317,22.79,1158,231,1
2022-12-07,2022,12,7,Africa,South Africa,Vitamin,Vitamin C,13-25,122,11.5,1881,39,1
2020-02-28,2020,2,28,South Asia,Bangladesh,Vitamin,Vitamin C,0-12,66,9.88,731,484,1
2022-10-01,2022,10,1,South America,Argentina,Respiratory,Salbutamol,26-45,44,18.77,210,308,1
2022-10-01,2022,10,1,Europe,UK,Diabetes,Metformin,26-45,375,17.71,1179,738,1
2023-01-05,2023,1,5,South Asia,India,Cardiovascular,Amlodipine,0-12,353,20.59,1202,913,0
2025-01-23,2025,1,23,Middle East,Saudi Arabia,Cardiovascular,Amlodipine,65+,312,23.71,1088,386,0
2023-06-03,2023,6,3,Europe,UK,Cardiovascular,Atorvastatin,26-45,73,28.99,179,191,0
2022-10-13,2022,10,13,East Asia,Japan,Cough_Cold,Cough Syrup,65+,80,13.46,857,937,1
2020-11-28,2020,11,28,South Asia,India,Chronic,Omeprazole,46-65,484,44.4,1652,445,1
2020-07-26,2020,7,26,Europe,UK,Respiratory,Salbutamol,13-25,35,18.85,1306,213,1
2022-08-09,2022,8,9,Oceania,New Zealand,Diabetes,Metformin,26-45,490,12.08,448,786,1
2023-02-10,2023,2,10,North America,Mexico,Pain_Relief,Paracetamol,65+,245,8.65,812,943,0
2023-12-29,2023,12,29,North America,Canada,Cardiovascular,Atorvastatin,65+,144,26.72,179,451,0
2022-04-30,2022,4,30,Middle East,Saudi Arabia,Respiratory,Salbutamol,26-45,379,21.38,283,856,1
2020-05-07,2020,5,7,South America,Brazil,Vitamin,Vitamin C,46-65,53,8.65,1070,825,1
2020-02-15,2020,2,15,South Asia,India,Antibiotic,Azithromycin,65+,207,33.43,1439,828,1
2022-01-31,2022,1,31,Africa,Nigeria,Cardiovascular,Amlodipine,46-65,92,20.61,755,168,1
2025-05-29,2025,5,29,Europe,France,Chronic,Omeprazole,65+,490,39.02,301,513,0
2023-03-18,2023,3,18,East Asia,Japan,Cough_Cold,Cough Syrup,0-12,178,11.39,1243,247,0
2020-03-15,2020,3,15,Middle East,UAE,Respiratory,Salbutamol,13-25,186,17.72,1739,290,1
2025-11-03,2025,11,3,Europe,Italy,Pain_Relief,Ibuprofen,26-45,444,8.33,21,935,0
2025-12-15,2025,12,15,Africa,Nigeria,Cardiovascular,Atorvastatin,65+,105,29.21,1448,923,0
2025-03-10,2025,3,10,South America,Argentina,Respiratory,Salbutamol,0-12,273,21.83,17,259,0
2020-04-27,2020,4,27,Middle East,UAE,Diabetes,Metformin,46-65,341,15.94,439,268,1
2025-04-16,2025,4,16,Middle East,Saudi Arabia,Vitamin,Vitamin C,46-65,34,10.64,1959,936,0
2020-04-14,2020,4,14,South Asia,Bangladesh,Cardiovascular,Atorvastatin,0-12,25,26.16,1416,806,1
2020-09-05,2020,9,5,Middle East,Saudi Arabia,Chronic,Omeprazole,65+,146,45.18,1105,102,1
2025-12-13,2025,12,13,North America,Mexico,Diabetes,Metformin,0-12,451,12.05,1631,903,0
2025-12-25,2025,12,25,South America,Colombia,Diabetes,Metformin,65+,183,15.37,429,34,0
2024-02-10,2024,2,10,North America,Mexico,Chronic,Omeprazole,26-45,170,46.52,756,670,0
2020-05-26,2020,5,26,South Asia,Bangladesh,Cough_Cold,Cough Syrup,46-65,273,11.99,478,396,1
2020-04-20,2020,4,20,Middle East,UAE,Chronic,Omeprazole,46-65,429,44.37,1227,337,1
2025-09-09,2025,9,9,Middle East,UAE,Pain_Relief,Paracetamol,0-12,251,8.6,1631,804,0
2025-07-06,2025,7,6,North America,USA,Cardiovascular,Atorvastatin,0-12,304,29.84,1645,720,0
2021-01-02,2021,1,2,Europe,France,Respiratory,Salbutamol,65+,176,20.92,379,89,1
2020-06-23,2020,6,23,North America,Mexico,Antibiotic,Amoxicillin,46-65,269,25.37,842,178,1
2025-05-02,2025,5,2,Oceania,New Zealand,Vitamin,Vitamin C,0-12,66,10.22,473,654,0
2024-06-10,2024,6,10,South Asia,India,Cough_Cold,Cough Syrup,0-12,131,13.8,651,666,0
2020-03-21,2020,3,21,Africa,Nigeria,Cough_Cold,Cough Syrup,0-12,116,13.22,1286,215,1
2025-02-05,2025,2,5,Oceania,Australia,Cough_Cold,Cough Syrup,0-12,474,11.67,1536,87,0
2024-06-15,2024,6,15,Oceania,New Zealand,Diabetes,Metformin,26-45,132,16.29,114,251,0
2024-04-08,2024,4,8,East Asia,South Korea,Cardiovascular,Atorvastatin,65+,135,22.12,948,387,0
2022-05-06,2022,5,6,South America,Colombia,Respiratory,Salbutamol,65+,366,18.59,737,219,1
2020-01-17,2020,1,17,Oceania,New Zealand,Chronic,Omeprazole,65+,28,33.66,208,46,1
2023-05-07,2023,5,7,North America,Mexico,Chronic,Omeprazole,46-65,186,39.66,147,758,0
2020-11-24,2020,11,24,Middle East,Saudi Arabia,Antibiotic,Amoxicillin,13-25,401,24.36,11,913,1
2024-07-07,2024,7,7,Africa,Nigeria,Respiratory,Salbutamol,26-45,495,21.51,493,456,0
2023-05-23,2023,5,23,South America,Brazil,Cardiovascular,Amlodipine,65+,370,26.44,935,184,0
2025-10-09,2025,10,9,Oceania,New Zealand,Cardiovascular,Atorvastatin,46-65,476,26.97,822,273,0
2020-04-04,2020,4,4,Middle East,UAE,Chronic,Omeprazole,46-65,429,41.42,904,464,1
2023-04-02,2023,4,2,Oceania,New Zealand,Cough_Cold,Cough Syrup,26-45,459,11.97,1662,535,0
2021-11-11,2021,11,11,North America,Mexico,Respiratory,Salbutamol,26-45,428,17.48,574,838,1
2024-07-26,2024,7,26,Europe,UK,Pain_Relief,Ibuprofen,13-25,71,8.52,461,799,0
